analyte,sample_number,unit_note,value
ammonium,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.161
sulfate,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,35.0
chloride,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,141.0
phosphate,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.03
bicarbonate,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,311.0
lithium,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.02297
boron,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.00185
sodium,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,287.807
aluminium,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.574465
silicon,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,98.3363
potassium,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,10.9058
calcium,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,9.014
iron,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.808977
manganese,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0106521
copper,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0261552
zinc,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0971194
magnesium,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.466475
arsenic,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.465808
bromine,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.1924
strontium,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0651346
molybdenum,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00146679
barium,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.329723
lead,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0111441
methane,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0155862
hydrogen,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0108935
nitrate,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.024
nitrite,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.005
ammonium,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.07
sulfate,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,37.0
chloride,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,151.0
phosphate,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.04
bicarbonate,P1.0826,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,302.0
lithium,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.89498
boron,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.89704
sodium,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,292.124
aluminium,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.589303
silicon,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,99.1177
potassium,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,10.9792
calcium,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,9.01891
iron,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.597923
manganese,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00905543
copper,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0262157
zinc,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0259656
magnesium,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.441662
arsenic,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.456737
bromine,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.2446
strontium,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0637713
molybdenum,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00390963
barium,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.135244
lead,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00137526
methane,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0192369
hydrogen,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.587708
carbon monoxide,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0312179
nitrate,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.023
nitrite,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.006
ammonium,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.042
sulfate,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,38.0
chloride,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,153.0
phosphate,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.024
bicarbonate,P1.0827,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,298.0
lithium,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.166783
boron,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0130526
sodium,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,14.0341
aluminium,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.05381
silicon,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,167.419
potassium,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,45.1602
calcium,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,16.0038
vanadium,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00405081
chromium,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00735147
iron,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,15.8355
manganese,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.462042
cobalt,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000694928
copper,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0169534
zinc,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0884177
magnesium,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.28721
arsenic,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0116338
bromine,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0926685
strontium,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0805661
molybdenum,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00507654
silver,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00109203
barium,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.17954
uranium,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00090018
methane,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.505735
hydrogen,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.05196
carbon monoxide,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.028134
nitrate,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.021
nitrite,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.003
ammonium,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.924
sulfate,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,361.0
chloride,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.5
phosphate,P1.0828,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.014
lithium,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00326863
boron,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0251586
sodium,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.26491
aluminium,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,19.0935
silicon,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,49.8307
potassium,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,8.46881
calcium,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,7.74592
vanadium,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00267434
chromium,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00995447
iron,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.991733
manganese,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.109054
cobalt,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000245577
copper,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0247129
zinc,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0625498
magnesium,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.07912
arsenic,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0079511
bromine,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0506143
strontium,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0247129
molybdenum,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00264141
silver,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000884078
cadmium,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000196462
barium,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.201422
lead,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000491155
uranium,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000148574
methane,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.15095
hydrogen,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.160418
carbon monoxide,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.043284
nitrate,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.02
nitrite,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.003
ammonium,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.331
sulfate,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,535.0
chloride,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.1
phosphate,P1.0829,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.063
lithium,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00416507
sodium,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.08995
aluminium,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,19.3714
silicon,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,51.3062
potassium,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,8.74319
calcium,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.57788
vanadium,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00386756
chromium,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0090739
iron,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.837576
manganese,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0953999
nickel,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00153711
copper,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.02266
zinc,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0418986
magnesium,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.677751
arsenic,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00767364
bromine,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0489396
strontium,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0180486
molybdenum,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00184856
silver,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000687873
barium,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.168922
uranium,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000148752
methane,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0122355
hydrogen sulphide,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.04
hydrogen,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0100381
nitrate,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.018
nitrite,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.003
ammonium,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.269
sulfate,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,521.0
chloride,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.1
phosphate,P1.0830,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.102
lithium,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00389044
boron,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0103577
sodium,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.82697
aluminium,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,18.8314
silicon,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,41.3387
potassium,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,6.59807
calcium,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,28.556
vanadium,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00313257
chromium,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0137429
iron,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.81002
manganese,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.115501
cobalt,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0010005
nickel,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00621461
copper,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0539104
zinc,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.13465
magnesium,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.18844
arsenic,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0059166
bromine,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0230395
strontium,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0461296
molybdenum,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00285453
silver,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00130065
cadmium,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000250125
barium,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.265683
lead,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0104552
uranium,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000151576
methane,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0255958
hydrogen,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0296099
carbon monoxide,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0360126
nitrate,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.024
nitrite,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.003
ammonium,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.509
sulfate,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,382.0
chloride,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.1
phosphate,P1.0831,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.011
lithium,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00623887
sodium,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.16931
aluminium,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,22.9899
silicon,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,65.6485
potassium,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,11.9565
calcium,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.54419
vanadium,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00386216
chromium,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00420876
iron,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.8368
manganese,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.127996
cobalt,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000293905
copper,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0210933
zinc,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0471381
magnesium,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.892296
bromine,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00757577
strontium,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0223312
molybdenum,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00115041
silver,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000489842
barium,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.166546
lead,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00058781
uranium,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000198059
methane,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.113295
hydrogen sulphide,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.02
hydrogen,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.146543
carbon monoxide,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0381778
nitrate,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.022
nitrite,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.004
ammonium,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.477
sulfate,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,497.0
chloride,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.0
phosphate,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.019
bicarbonate,P1.0832,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,23.0
lithium,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0027544
sodium,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.59466
aluminium,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,19.4215
silicon,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,18.7418
potassium,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,6.08342
calcium,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.72564
vanadium,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0035056
chromium,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00455728
iron,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.23057
manganese,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0447715
cobalt,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000247512
nickel,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00235376
copper,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0312499
zinc,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0448717
magnesium,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.512945
arsenic,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00175696
strontium,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.013171
molybdenum,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00131698
silver,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00059403
barium,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.175635
uranium,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.008e-05
methane,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.568205
hydrogen,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.024419
carbon monoxide,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0455198
nitrate,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.022
nitrite,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.003
ammonium,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.003
sulfate,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,323.0
chloride,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.98
phosphate,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.019
bicarbonate,P1.0833,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,60.0
lithium,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.190137
boron,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.138196
sodium,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,14.8228
aluminium,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,6.6855
silicon,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,80.8045
potassium,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,13.9591
calcium,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,8.3544
vanadium,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00628839
chromium,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00510003
iron,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.7918
manganese,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.226728
copper,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0173302
zinc,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0432265
magnesium,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.1796
arsenic,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0222753
bromine,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0719946
strontium,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0432265
molybdenum,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00431249
silver,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000978071
barium,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.223978
methane,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0982486
hydrogen,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0177401
carbon monoxide,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0270609
nitrate,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.047
nitrite,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.003
ammonium,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.884
sulfate,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,207.0
chloride,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,13.8
phosphate,P1.0834,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.019
lithium,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.176685
boron,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.132627
sodium,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,14.7933
aluminium,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,6.08417
silicon,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,76.4197
potassium,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,13.1959
calcium,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,9.2392
vanadium,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00340068
chromium,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00440088
iron,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.38503
manganese,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.220594
nickel,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00115023
copper,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0223045
zinc,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0470094
magnesium,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.20236
arsenic,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0207347
bromine,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0679136
strontium,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0374575
molybdenum,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00344837
silver,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00167797
cadmium,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00049352
barium,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.228105
methane,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.132181
hydrogen,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.116118
carbon monoxide,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0436122
nitrate,P1.0835,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.054
