timestamp_utc,sample_number,kind,url,status,bytes
2026-05-27T07:20:29.826802+00:00,P1.0918,chemistry,https://1000springs.org.nz/chemistryJson/P1.0918,ok,1095
2026-05-27T07:20:31.774463+00:00,P1.0918,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0918,status_404,28
2026-05-27T07:20:33.310171+00:00,P1.0919,chemistry,https://1000springs.org.nz/chemistryJson/P1.0919,ok,1000
2026-05-27T07:20:35.253389+00:00,P1.0919,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0919,status_404,28
2026-05-27T07:20:37.331021+00:00,P1.0920,chemistry,https://1000springs.org.nz/chemistryJson/P1.0920,ok,1068
2026-05-27T07:20:39.250099+00:00,P1.0920,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0920,status_404,28
2026-05-27T07:20:40.782727+00:00,P1.0921,chemistry,https://1000springs.org.nz/chemistryJson/P1.0921,ok,1142
2026-05-27T07:20:42.317460+00:00,P1.0921,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0921,status_404,28
2026-05-27T07:20:44.360393+00:00,P1.0922,chemistry,https://1000springs.org.nz/chemistryJson/P1.0922,ok,1070
2026-05-27T07:20:45.901922+00:00,P1.0922,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0922,status_404,28
2026-05-27T07:20:47.333172+00:00,P1.0924,chemistry,https://1000springs.org.nz/chemistryJson/P1.0924,ok,1096
2026-05-27T07:20:49.388913+00:00,P1.0924,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0924,ok,15387
2026-05-27T07:20:51.333895+00:00,P1.0925,chemistry,https://1000springs.org.nz/chemistryJson/P1.0925,ok,1172
2026-05-27T07:20:52.876422+00:00,P1.0925,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0925,ok,4594
2026-05-27T07:20:54.916460+00:00,P1.0931,chemistry,https://1000springs.org.nz/chemistryJson/P1.0931,ok,1143
2026-05-27T07:20:56.550664+00:00,P1.0931,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0931,status_404,28
2026-05-27T07:20:58.296067+00:00,P1.0932,chemistry,https://1000springs.org.nz/chemistryJson/P1.0932,ok,1131
2026-05-27T07:21:00.443265+00:00,P1.0932,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0932,status_404,28
2026-05-27T07:21:01.976654+00:00,P1.0933,chemistry,https://1000springs.org.nz/chemistryJson/P1.0933,ok,1135
2026-05-27T07:21:03.223204+00:00,P1.0933,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0933,ok,18503
